,Id,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
234,2171,D,LYANCO,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
235,2172,C,BARAK,Verona,29,6.31,7.48,7,0,0,4,4,0,3,4,0,0
236,2174,D,VENUTI,Fiorentina,21,5.79,5.6,0,0,0,0,0,0,0,4,0,1
237,2178,P,CRAGNO,Cagliari,35,6.24,4.57,0,63,2,0,0,0,0,3,0,0
238,2179,P,SIRIGU,Genoa,37,6.2,4.64,0,59,1,0,0,0,0,0,0,1
239,2180,D,KARSDORP,Roma,35,6.07,6.0,0,0,0,0,0,0,2,7,1,0
240,2181,D,PALOMINO,Atalanta,33,6.14,6.09,1,0,0,0,0,0,0,9,0,0
241,2188,D,MARUSIC,Lazio,33,5.65,5.65,1,0,0,0,0,0,0,4,1,0
242,2192,D,BONIFAZI,Bologna,17,5.65,5.41,0,0,0,0,0,0,0,2,1,1
243,2194,C,CALHANOGLU,Inter,33,6.36,7.2,4,0,0,3,3,0,12,11,0,0
244,2195,A,OUNAS,Napoli,8,6.06,6.0,0,0,0,0,0,0,0,1,0,0
245,2206,D,FELICIOLI,Venezia,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
246,2208,D,JAROSZYNSKI,Salernitana,9,5.33,5.22,0,0,0,0,0,0,0,2,0,0
247,2209,C,LUCAS LEIVA,Lazio,31,5.79,5.65,0,0,0,0,0,0,0,9,0,0
248,2211,P,SILVESTRI,Udinese,35,6.17,4.73,0,50,0,0,0,0,0,1,0,0
249,2213,C,CASSATA,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
250,2214,D,KOLAROV,Inter,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
251,2215,C,VERETOUT,Roma,35,6.06,6.46,3,0,0,2,1,1,8,6,0,0
252,2249,P,SANTURRO,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
253,2252,D,MARCHIZZA,Empoli,19,5.63,5.47,0,0,0,0,0,0,1,4,0,1
254,2253,C,BANDINELLI,Empoli,33,5.88,6.0,2,0,0,0,0,0,3,10,0,0
255,2263,D,LAZZARI,Lazio,27,5.91,6.3,3,0,0,0,0,0,3,3,0,0
256,2279,D,ROMAGNA,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
257,2280,D,NUYTINCK,Udinese,26,6.0,6.12,1,0,0,0,0,0,1,2,0,0
258,2284,A,CAICEDO,Inter,9,6.17,6.67,1,0,0,0,0,0,2,1,0,0
259,2285,D,BANI,Genoa,17,6.0,5.97,0,0,0,0,0,0,0,1,0,0
260,2286,C,CROCIATA,Empoli,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
261,2289,D,DALBERT,Cagliari,28,5.7,5.61,0,0,0,0,0,0,2,9,0,0
262,2296,D,MANCINI,Roma,33,5.88,5.64,0,0,0,0,0,0,0,14,1,0
263,2297,P,ROSSI F.,Atalanta,1,6.0,5.0,0,1,0,0,0,0,0,0,0,0
264,2302,C,BEHRAMI,Genoa,8,5.75,5.56,0,0,0,0,0,0,0,3,0,0
265,2304,A,SALCEDO E.,Spezia,8,5.88,5.81,0,0,0,0,0,0,0,1,0,0
266,2309,D,PEZZELLA GER.,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
267,2312,D,HRISTOV,Spezia,16,5.5,5.66,1,0,0,0,0,0,1,3,0,0
268,2315,D,STRYGER LARSEN,Udinese,10,5.65,5.55,0,0,0,0,0,0,1,0,0,1
269,2318,D,ROGERIO,Sassuolo,22,5.82,5.77,0,0,0,0,0,0,1,5,0,0
270,2323,A,NANI,Venezia,6,5.83,5.92,0,0,0,0,0,0,1,1,0,0
271,2328,D,VANHEUSDEN,Genoa,14,5.57,5.32,0,0,0,0,0,0,0,3,0,1
272,2334,C,LERIS,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
273,2335,D,LUIZ FELIPE,Lazio,29,5.86,5.66,0,0,0,0,0,0,0,10,1,0
274,2379,C,RABIOT,Juventus,29,5.71,5.69,0,0,0,0,0,0,2,5,0,0
275,2391,C,EKDAL,Sampdoria,25,5.78,5.68,1,0,0,0,0,0,0,9,1,0
276,2392,C,WALACE,Udinese,35,5.89,5.86,1,0,0,0,0,0,0,6,1,0
277,2409,A,RIBERY,Salernitana,23,6.09,6.11,0,0,0,0,0,0,2,3,0,0
278,2414,C,VIDAL,Inter,24,6.06,6.19,1,0,0,0,0,0,1,3,0,0
279,2432,C,ZAKARIA,Juventus,9,5.89,6.28,1,0,0,0,0,0,1,1,0,0
280,2453,D,NASTASIC,Fiorentina,4,5.5,5.38,0,0,0,0,0,0,0,1,0,0
281,2468,P,OSPINA,Napoli,31,6.26,5.44,0,25,0,0,0,0,0,1,0,0
282,2472,C,RAMSEY,Juventus,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
283,2475,A,SANCHEZ,Inter,22,6.14,6.91,5,0,0,0,0,0,2,0,0,0
284,2489,A,PEDRO,Lazio,32,6.25,7.14,9,0,0,0,0,0,4,5,0,0
285,2525,D,DARMIAN,Inter,23,6.13,6.35,2,0,0,0,0,0,1,4,0,0
286,2529,C,MKHITARYAN,Roma,31,6.21,6.82,5,0,0,0,0,0,6,2,1,0
287,2530,A,IBRAHIMOVIC,Milan,18,6.42,7.53,8,0,0,1,0,1,2,2,0,1
288,2531,A,LUKAKU,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
289,2544,A,ABRAHAM,Roma,37,6.26,7.62,14,0,0,3,3,0,4,9,0,0
290,2572,D,GODIN,Cagliari,11,5.5,5.45,0,0,0,0,0,0,1,3,0,0
291,2610,A,RONALDO,Juventus,1,6.0,5.5,0,0,0,0,0,0,0,1,0,0
292,2614,D,ODRIOZOLA,Fiorentina,25,5.86,5.94,1,0,0,0,0,0,2,4,1,0
293,2625,C,SORIANO,Bologna,35,5.87,5.87,0,0,0,0,0,0,4,4,2,0
294,2628,P,ROMERO S.,Venezia,16,6.0,3.88,0,33,0,0,0,0,0,2,0,0
295,2633,D,KJAER,Milan,10,6.2,5.9,0,0,0,0,0,0,0,2,0,1
296,2639,C,BAKAYOKO,Milan,11,5.73,5.64,0,0,0,0,0,0,0,3,0,0
297,2653,D,LYKOGIANNIS,Cagliari,25,5.7,5.78,1,0,0,0,0,0,0,2,0,0
298,2654,A,CETER,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
299,2668,D,RETSOS,Verona,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
300,2692,C,CASTILLEJO,Milan,3,6.33,6.17,0,0,0,0,0,0,0,1,0,0
301,2703,C,ADRIEN SILVA,Sampdoria,15,5.67,5.57,0,0,0,0,0,0,1,3,1,0
302,2719,A,BARROW,Bologna,33,6.06,6.79,6,0,0,0,0,0,6,0,0,0
303,2724,D,BUONGIORNO,Torino,18,5.86,5.81,0,0,0,0,0,0,1,5,0,0
304,2728,D,PELLEGRINI LU.,Juventus,17,6.09,5.97,0,0,0,0,0,0,1,6,0,0
305,2739,D,RECA,Spezia,24,5.69,5.71,0,0,0,0,0,0,2,3,0,0
306,2741,C,PESSINA,Atalanta,24,5.9,6.06,1,0,0,0,0,0,1,0,0,0
307,2743,A,SANTANDER,Bologna,2,6.5,7.75,1,0,0,0,0,0,0,1,0,0
308,2744,C,SVANBERG,Bologna,35,5.99,6.23,3,0,0,0,0,0,3,7,0,0
309,2745,D,CALABRESI,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
310,2746,D,DIJKS,Bologna,11,5.95,6.05,0,0,0,0,0,0,2,2,0,0
311,2750,A,MRAZ,Spezia,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
312,2756,A,PIATEK,Fiorentina,13,5.96,6.42,3,0,0,1,0,1,0,0,0,0
313,2758,D,GUNTER,Verona,30,5.8,5.57,0,0,0,0,0,0,0,10,0,1
314,2759,D,CRISCITO,Genoa,20,5.98,6.68,0,0,0,7,6,1,1,4,0,0
315,2762,A,KOUAME',Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
316,2764,A,MARTINEZ L.,Inter,33,6.38,8.02,18,0,0,6,3,3,3,6,0,0
317,2766,C,ZANIOLO,Roma,27,6.0,6.02,2,0,0,0,0,0,1,9,2,0
318,2769,D,MAGNANI,Sampdoria,14,5.79,5.61,0,0,0,0,0,0,0,3,1,0
319,2775,C,RUIZ,Napoli,31,6.42,7.19,7,0,0,0,0,0,4,2,0,0
320,2778,C,STULAC,Empoli,21,5.95,6.31,2,0,0,0,0,0,2,1,0,0
321,2781,P,FUZATO,Roma,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
322,2784,D,COLLEY,Sampdoria,31,5.97,5.85,0,0,0,0,0,0,0,5,1,0
323,2788,D,BREMER,Torino,33,6.39,6.59,3,0,0,0,0,0,1,7,0,0
324,2790,P,ROSATI,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
325,2792,P,MUSSO,Atalanta,33,6.11,4.79,0,42,0,0,0,0,0,1,1,0
326,2793,D,OPOKU,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
327,2814,P,PROVEDEL,Spezia,31,6.26,4.48,0,52,0,0,0,0,0,2,0,1
328,2815,P,TERRACCIANO,Fiorentina,32,5.97,4.72,0,43,1,0,0,0,0,0,0,0
329,2816,D,DI LORENZO,Napoli,33,6.2,6.36,1,0,0,0,0,0,4,3,0,0
330,2818,C,BENNACER,Milan,28,6.27,6.41,2,0,0,0,0,0,1,7,0,0
331,2819,A,CAPUTO,Sampdoria,38,6.0,6.88,11,0,0,1,0,1,4,1,0,0
332,2825,C,BOURABIA,Spezia,8,6.06,6.38,1,0,0,0,0,0,0,1,0,0
333,2826,A,PUSSETTO,Udinese,25,5.94,6.44,3,0,0,1,1,0,2,4,0,0
334,2832,A,BOGA,Atalanta,26,5.92,6.0,0,0,0,0,0,0,2,0,0,0
335,2833,C,KULUSEVSKI,Juventus,15,6.07,6.43,1,0,0,0,0,0,3,1,0,0
336,2835,C,KINGSLEY,Bologna,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
337,2838,D,IMPERIALE,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
338,2839,C,SOTTIL,Fiorentina,22,6.0,6.41,3,0,0,0,0,0,2,2,1,0
339,2841,A,VLAHOVIC,Juventus,36,6.4,8.35,19,0,0,6,5,1,3,4,0,0
340,2845,P,CONTINI,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
341,2848,C,FRATTESI,Sassuolo,36,6.08,6.36,4,0,0,0,0,0,3,6,0,1
342,2855,C,VIEIRA,Sampdoria,11,5.77,5.64,0,0,0,0,0,0,0,3,0,0
343,2857,C,TRAORE' HJ.,Sassuolo,28,6.2,6.93,7,0,0,0,0,0,1,3,0,0
344,2860,D,MALCUIT,Napoli,4,5.5,5.38,0,0,0,0,0,0,1,3,0,0
345,2861,P,SEMPER,Genoa,1,6.5,5.5,0,1,0,0,0,0,0,0,0,0
346,2865,D,AINA,Torino,20,5.92,5.82,0,0,0,0,0,0,0,4,0,0
347,2869,D,DJIDJI,Torino,24,5.88,5.75,0,0,0,0,0,0,0,4,1,0
348,4179,A,GONZALEZ N.,Fiorentina,33,6.35,7.11,4,0,0,3,3,0,6,2,1,0
349,4184,A,BREKALO,Torino,31,6.08,6.81,7,0,0,0,0,0,2,1,0,0
350,4185,D,MAITLAND-NILES,Roma,8,5.88,5.88,0,0,0,0,0,0,0,0,0,0
351,4200,A,GIROUD,Milan,29,6.26,7.43,9,0,0,2,2,0,3,4,0,0
352,4220,C,ZAMBO ANGUISSA,Napoli,23,6.28,6.22,0,0,0,0,0,0,1,5,0,0
353,4237,D,DANILO,Juventus,21,6.14,6.24,1,0,0,0,0,0,2,6,0,0
354,4245,D,SMALLING,Roma,25,6.18,6.46,3,0,0,0,0,0,0,0,0,1
355,4268,A,ARNAUTOVIC,Bologna,32,6.28,7.44,12,0,0,3,2,1,1,6,0,0
356,4270,P,RUI PATRICIO,Roma,38,6.17,5.09,0,43,1,0,0,0,0,2,0,0
357,4285,C,ARTHUR,Juventus,15,5.93,5.83,0,0,0,0,0,0,0,3,0,0
358,4287,C,LOBOTKA,Napoli,21,6.29,6.38,1,0,0,0,0,0,0,2,0,0
359,4292,D,HERNANDEZ T.,Milan,32,6.3,6.69,4,0,0,2,1,1,5,5,2,0
360,4307,D,ROMERO,Atalanta,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
361,4312,P,MAIGNAN,Milan,32,6.27,5.62,0,21,0,0,0,0,1,1,0,0
362,4323,D,ZEEGELAAR,Udinese,12,5.58,5.5,0,0,0,0,0,0,0,2,0,0
363,4324,A,OKAKA,Udinese,1,6.5,6.5,0,0,0,0,0,0,0,1,0,0
364,4327,C,OLIVA,Cagliari,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
365,4329,D,NIKOLAOU,Spezia,36,5.64,5.49,0,0,0,0,0,0,0,7,0,1
366,4331,D,IBANEZ,Roma,32,5.84,6.0,3,0,0,0,0,0,0,9,0,0
367,4332,D,DEMIRAL,Atalanta,25,6.08,6.12,1,0,0,0,0,0,2,8,0,0
368,4346,A,MILLICO,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
369,4359,A,PICCOLI,Genoa,8,5.69,6.06,1,0,0,0,0,0,0,0,0,0
370,4364,C,GAETANO,Napoli,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
371,4366,D,ARMINI,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
372,4370,C,PORTANOVA,Genoa,23,5.89,5.93,1,0,0,0,0,0,0,4,0,0
373,4371,A,RASPADORI,Sassuolo,36,6.07,6.89,10,0,0,0,0,0,4,7,1,0
374,4373,D,MATEJU,Venezia,9,5.44,5.39,0,0,0,0,0,0,1,3,0,0
375,4374,D,WALUKIEWICZ,Cagliari,6,5.67,5.58,0,0,0,0,0,0,0,1,0,0
376,4375,D,TERZIC,Fiorentina,7,6.0,6.07,0,0,0,0,0,0,1,1,0,0
377,4376,C,ZURKOWSKI,Empoli,33,6.17,6.7,6,0,0,0,0,0,2,5,0,0
378,4377,C,CASTROVILLI,Fiorentina,23,6.02,6.11,1,0,0,0,0,0,1,4,0,0
379,4378,D,RANIERI L.,Salernitana,27,5.7,5.65,1,0,0,0,0,0,0,9,0,0
380,4384,C,JAGIELLO,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
381,4385,C,LAZARO,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
382,4389,C,ANDERSON A.,Lazio,2,6.25,6.0,0,0,0,0,0,0,0,1,0,0
383,4393,C,SCHOUTEN,Bologna,17,5.97,6.09,1,0,0,0,0,0,1,2,1,0
384,4397,D,VAVRO,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
385,4401,D,GABBIA,Milan,7,5.57,5.36,0,0,0,0,0,0,0,3,0,0
386,4403,D,CHABOT,Sampdoria,9,5.56,5.28,0,0,0,0,0,0,0,5,0,0
387,4404,C,THORSBY,Sampdoria,35,5.86,6.0,3,0,0,0,0,0,1,10,0,0
388,4406,D,TRIPALDELLI,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
389,4407,D,IGOR,Fiorentina,28,5.8,5.75,0,0,0,0,0,0,0,3,0,0
390,4409,D,RRAHMANI,Napoli,33,6.27,6.56,4,0,0,0,0,0,0,5,0,0
391,4411,C,AGOUME,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
392,4412,D,RODRIGO BECAO,Udinese,35,6.04,6.1,2,0,0,0,0,0,1,10,0,0
393,4414,D,DENSWIL,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
394,4415,C,SKOV OLSEN,Bologna,16,5.81,5.94,0,0,0,0,0,0,2,0,0,0
395,4421,D,AUGELLO,Sampdoria,34,5.81,5.93,1,0,0,0,0,0,1,0,0,0
396,4422,D,TOMIYASU,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
397,4423,C,HERNANI,Genoa,14,5.64,5.64,0,0,0,0,0,0,0,0,0,0
398,4426,D,TOLJAN,Sassuolo,19,5.84,5.84,0,0,0,0,0,0,1,2,0,0
399,4427,C,MALINOVSKYI,Atalanta,29,6.26,6.88,6,0,0,0,0,0,5,10,0,0
400,4428,D,DE LIGT,Juventus,31,6.19,6.45,3,0,0,0,0,0,1,2,1,0
401,4430,A,CRISTO,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
402,4433,D,ZORTEA,Salernitana,23,5.78,5.96,1,0,0,0,0,0,2,3,0,0
403,4435,A,COLLEY E.,Spezia,8,5.69,5.62,0,0,0,0,0,0,0,1,0,0
404,4441,P,ANDRENACCI,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
405,4449,C,TONALI,Milan,34,6.37,6.74,5,0,0,0,0,0,2,9,0,0
406,4453,A,TORREGROSSA,Sampdoria,3,5.67,5.67,0,0,0,0,0,0,0,1,0,0
407,4459,C,ROVELLA,Genoa,20,6.1,6.12,0,0,0,0,0,0,3,5,0,0
408,4461,D,ZAPPA,Cagliari,21,5.74,5.64,0,0,0,0,0,0,0,2,1,0
409,4465,C,FAGIOLI,Juventus,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
410,4477,A,LA MANTIA,Empoli,13,6.04,6.5,2,0,0,0,0,0,0,0,0,0
411,4479,C,ELMAS,Napoli,32,6.11,6.48,3,0,0,0,0,0,4,3,0,0
412,4483,A,CANGIANO,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
413,4491,P,BERARDI A.,Verona,1,6.5,3.5,0,3,0,0,0,0,0,0,0,0
414,4493,D,DAWIDOWICZ,Verona,15,5.77,5.67,0,0,0,0,0,0,0,3,0,0
415,4494,D,EMPEREUR,Verona,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
416,4495,D,KUMBULLA,Roma,13,5.77,5.58,0,0,0,0,0,0,0,6,0,0
417,4498,C,HENDERSON L.,Empoli,34,6.0,6.21,2,0,0,0,0,0,3,4,0,0
418,4500,A,DI CARMINE,Verona,1,5.5,5.0,0,0,0,0,0,0,0,1,0,0
419,4501,C,OBIANG,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
420,4507,A,TUTINO,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
421,4510,A,RAFAEL LEAO,Milan,34,6.63,7.84,11,0,0,0,0,0,10,4,0,0
422,4514,C,NANDEZ,Cagliari,20,6.02,6.02,0,0,0,0,0,0,2,4,0,0
423,4515,C,AGUDELO,Spezia,23,5.89,6.26,3,0,0,0,0,0,1,1,1,0
424,4517,A,LOZANO,Napoli,29,6.12,6.76,5,0,0,0,0,0,5,3,0,0
425,4519,D,CETIN,Verona,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
426,4521,D,MULDUR,Sassuolo,25,5.72,5.62,0,0,0,0,0,0,0,5,0,0
427,4522,C,AMRABAT,Fiorentina,18,6.06,6.08,1,0,0,0,0,0,0,6,0,0
428,4525,P,GEMELLO,Torino,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0
429,4530,D,KYRIAKOPOULOS,Sassuolo,25,5.88,5.92,0,0,0,0,0,0,5,6,1,0
430,4658,C,IKONE',Fiorentina,15,5.87,6.1,1,0,0,0,0,0,1,1,0,0
431,4661,A,OSIMHEN,Napoli,27,6.48,7.98,14,0,0,0,0,0,2,5,1,0
432,4681,C,LOPEZ M.,Sassuolo,34,6.09,6.1,2,0,0,0,0,0,1,14,0,0
433,4693,C,AMIRI,Genoa,12,6.04,6.12,0,0,0,0,0,0,1,0,0,0
434,4701,C,CUISANCE,Venezia,13,5.69,5.62,0,0,0,0,0,0,0,2,0,0
435,4719,D,AMPADU,Venezia,29,5.83,5.69,0,0,0,0,0,0,3,10,2,0
436,4725,C,DEMME,Napoli,13,5.92,6.0,1,0,0,0,0,0,0,4,0,0
437,4751,D,TOMORI,Milan,31,6.29,6.23,0,0,0,0,0,0,0,4,0,0
438,4758,D,BENKOVIC,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
439,4775,D,TUANZEBE,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
440,4825,C,DIAZ B.,Milan,29,6.07,6.41,3,0,0,0,0,0,3,4,0,0
441,4867,P,TURATI,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
442,4869,C,DOMINGUEZ,Bologna,27,6.06,6.02,0,0,0,0,0,0,3,8,0,0
443,4881,D,CZYBORRA,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
444,4884,A,CARLES PEREZ,Roma,14,5.93,6.14,1,0,0,0,0,0,1,2,0,0
445,4885,C,VILLAR,Roma,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
446,4886,C,PEREIRO,Cagliari,18,6.0,6.78,4,0,0,0,0,0,2,1,0,0
447,4887,D,BELLANOVA,Cagliari,31,5.82,5.9,1,0,0,0,0,0,1,3,0,0
448,4888,D,SUTALO,Verona,18,5.78,5.78,0,0,0,0,0,0,0,0,0,0
449,4890,C,TAMEZE,Verona,36,6.25,6.58,4,0,0,0,0,0,2,4,0,0
450,4891,D,SOUMAORO,Bologna,27,5.83,5.57,0,0,0,0,0,0,0,6,2,1
451,4892,C,SAELEMAEKERS,Milan,34,6.01,6.16,1,0,0,0,0,0,3,2,0,0
452,4894,C,HARASLIN,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
453,4895,D,YOSHIDA,Sampdoria,24,5.67,5.92,2,0,0,0,0,0,3,2,0,1
454,4896,C,MALDINI,Milan,3,6.33,7.17,1,0,0,0,0,0,0,1,0,0
455,4899,D,SINGO,Torino,35,6.17,6.44,3,0,0,0,0,0,4,5,1,0
456,4904,D,MARI',Udinese,15,6.27,6.57,2,0,0,0,0,0,0,1,1,0
457,4919,C,BALDURSSON,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
458,4921,C,ASKILDSEN,Sampdoria,15,5.8,5.5,0,0,0,0,0,0,0,5,0,1
459,4925,D,CARBONI,Cagliari,28,5.64,5.46,0,0,0,0,0,0,0,6,0,1
460,4932,D,BALLARINI,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
461,4934,D,LOVATO,Cagliari,21,5.98,5.86,0,0,0,0,0,0,0,5,0,0
462,4935,C,LADINETTI,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
463,4936,A,MANZARI,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
464,4938,A,MORO,Lazio,7,5.93,6.07,0,0,0,0,0,0,1,0,0,0
465,4940,A,GAGLIANO,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
466,4945,D,CALAFIORI,Genoa,4,5.62,5.62,0,0,0,0,0,0,1,3,0,0
